TRAN_AMT,WF_dvc_age,ALERT_TRGR_CD,DVC_TYPE_TXT,FRAUD_NONFRAUD,CARR_Missing,PH_NUM_UPDT_TS_Missing,PWD_UPDT_TS tm_year,PWD_UPDT_TS tm_hour,PWD_UPDT_TS tm_min,PH_NUM_UPDT_TS tm_year,PH_NUM_UPDT_TS tm_mon,PH_NUM_UPDT_TS tm_hour,PH_NUM_UPDT_TS tm_sec,PH_NUM_UPDT_TS tm_yday
491.18,0,1,0.0,0,1,0,2018.0,12.0,56.0,2020.0,5.0,13.0,8.0,122.0
5.06,161,1,2.0,1,0,0,2020.0,4.0,7.0,2019.0,2.0,6.0,30.0,39.0
88.07,602,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,3.0,14.0,47.0,65.0
463.55,1800,2,2.0,1,0,1,2020.0,8.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
69.01,933,1,1.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
416.41,1190,2,2.0,1,0,0,2020.0,18.0,25.0,2018.0,4.0,6.0,39.0,110.0
43.51,52,1,1.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,1.0,9.0,27.0,15.0
493.76,577,2,1.0,0,0,0,2020.0,7.0,27.0,2020.0,5.0,15.0,13.0,122.0
497.38,1185,1,0.0,0,1,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,2.0,0.0,48.0,56.0
181.38,305,2,2.0,1,0,0,2017.0,12.0,7.0,2020.0,10.0,20.0,37.0,287.0
471.67,10,1,1.0,1,0,0,2019.0,9.0,10.0,2020.0,7.0,17.0,27.0,187.0
487.26,0,2,2.0,0,1,0,2021.0,16.0,5.0,2020.0,5.0,23.0,43.0,122.0
493.22,658,1,2.0,0,0,0,2020.0,12.0,56.0,2020.0,5.0,15.0,5.0,137.0
465.61,15,2,2.0,1,0,0,2019.0,9.0,12.0,2020.0,12.0,13.0,37.0,364.0
0.01,48,1,1.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,6.0,21.0,37.0,164.0
4.8,726,1,2.0,1,0,0,2020.0,10.0,7.0,2019.0,1.0,6.0,37.0,6.0
489.13,0,2,2.0,0,0,0,2021.0,16.0,40.0,2021.0,5.0,9.0,0.0,121.0
0.01,557,1,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
4.0,216,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2018.0,7.0,9.0,2.0,189.0
1917.1,957,2,4.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
460.82,408,1,2.0,1,0,1,2017.0,10.0,58.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,369,1,2.0,1,0,0,2019.0,22.0,39.0,2019.0,2.0,8.0,49.0,41.0
487.56,244,1,2.0,0,0,0,2021.0,19.0,58.0,2019.0,5.0,18.0,11.0,126.0
1132.09,645,1,2.0,1,0,1,2017.0,3.0,53.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
492.24,0,1,1.0,0,0,0,2021.0,12.0,51.0,2020.0,8.0,13.0,56.0,243.0
98.13,202,1,0.0,1,0,0,2017.0,23.0,59.0,2017.0,9.0,8.0,39.0,249.0
9.75,574,1,2.0,1,1,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
476.11,394,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,7.0,6.0,37.0,186.0
18.38,1162,1,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2017.0,5.0,20.0,37.0,125.0
438.4,1949,1,4.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,257,1,2.0,1,0,1,2018.0,15.0,50.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
147.14,0,2,0.0,0,0,0,2018.0,6.0,56.0,2019.0,5.0,8.0,5.0,146.0
234.85,843,1,1.0,0,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
40.83,49,2,2.0,1,0,1,2020.0,9.0,32.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
487.93,1037,1,0.0,0,1,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,5.0,12.0,41.0,122.0
85.22,716,2,2.0,0,0,1,2021.0,9.0,45.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
484.13,0,2,1.0,0,1,0,2021.0,6.0,57.0,2020.0,5.0,10.0,5.0,126.0
141.59,580,1,0.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
320.76,346,1,2.0,1,0,1,2020.0,6.0,13.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
763.19,1,1,2.0,0,0,0,2020.0,19.0,5.0,2018.0,9.0,3.0,57.0,251.0
492.97,851,2,1.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
476.06,305,1,0.0,1,0,1,2020.0,7.0,51.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
492.46,457,1,4.0,0,1,1,2018.0,17.0,56.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
490.72,0,1,1.0,0,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
489.56,0,1,0.0,0,0,0,2018.0,12.0,56.0,2020.0,7.0,11.0,56.0,184.0
491.55,1087,1,1.0,0,1,0,2020.0,3.0,1.0,2019.0,5.0,23.0,5.0,142.0
495.58,565,2,1.0,0,0,1,2019.0,15.0,5.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
473.24,793,1,2.0,1,0,0,2017.0,1.0,11.0,2019.0,5.0,14.0,44.0,127.0
478.79,489,2,0.0,1,0,1,2020.0,22.0,8.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
65.43,1488,1,0.0,1,0,1,2017.0,13.0,0.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
491.69,805,2,4.0,0,0,0,2021.0,11.0,51.0,2021.0,5.0,15.0,52.0,136.0
11.2,189,2,2.0,1,0,1,2020.0,11.0,31.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
485.3,0,2,1.0,0,1,0,2021.0,9.0,54.0,2021.0,5.0,13.0,29.0,125.0
101.3,0,2,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
468.57,72,1,1.0,1,0,1,2017.0,4.0,27.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
8.12,954,1,2.0,1,0,0,2020.0,13.0,4.0,2020.0,4.0,6.0,55.0,92.0
8.55,435,1,2.0,1,0,1,2017.0,4.0,6.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
549.92,1363,1,2.0,1,0,1,2020.0,19.0,2.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
493.3,1233,2,1.0,0,1,0,2020.0,11.0,36.0,2021.0,5.0,23.0,29.0,121.0
146.74,1494,1,0.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.02,56,1,2.0,1,0,1,2017.0,10.0,25.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
418.57,1213,2,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
1.11,101,1,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
19.87,22,1,1.0,1,1,0,2019.5170574712645,10.498758620689655,26.472183908045977,2018.0,12.0,6.0,3.0,339.0
491.4,1,1,0.0,0,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
25.06,502,2,2.0,1,0,0,2021.0,17.0,26.0,2019.0,4.0,6.0,37.0,98.0
474.29,142,2,2.0,1,0,1,2018.0,4.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
22.88,48,1,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
490.79,669,2,2.0,0,1,0,2020.0,12.0,25.0,2020.0,5.0,10.0,5.0,142.0
0.01,916,1,2.0,1,1,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
11.86,102,1,2.0,1,0,0,2018.0,7.0,7.0,2017.0,2.0,18.0,37.0,39.0
0.01,15,2,0.0,1,1,1,2020.0,4.0,1.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
1.33,2094,1,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2017.0,8.0,13.0,58.0,234.0
14.56,947,2,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
53.42,476,1,1.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,6.0,17.0,39.0,169.0
492.92,201,2,0.0,0,1,0,2021.0,15.0,55.0,2020.0,5.0,14.0,32.0,131.0
0.01,4,1,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,7.0,10.0,23.0,184.0
30.13,15,1,2.0,1,0,1,2020.0,4.0,21.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
486.5,1586,2,1.0,0,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2021.0,10.0,16.0,28.0,289.0
486.12,170,1,3.0,1,1,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,5.0,6.0,47.0,149.0
43.29,377,2,2.0,1,0,1,2017.0,0.0,24.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
93.72,94,1,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,444,1,1.0,1,0,1,2017.0,14.0,47.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
490.98,193,1,0.0,0,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,12.0,20.0,5.0,341.0
55.0,631,1,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
379.79,0,1,1.0,0,1,0,2018.0,9.0,36.0,2021.0,4.0,15.0,38.0,91.0
489.39,189,2,2.0,0,0,1,2020.0,5.0,56.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
81.77,280,1,2.0,1,0,1,2019.0,11.0,14.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
386.3,30,2,2.0,1,0,0,2021.0,4.0,46.0,2020.0,7.0,7.0,37.0,186.0
492.99,0,1,1.0,0,1,0,2021.0,12.0,38.0,2020.0,5.0,23.0,32.0,137.0
469.73,717,1,1.0,1,0,1,2019.0,4.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
64.25,1678,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2018.0,7.0,12.0,58.0,189.0
8.0,1243,1,2.0,1,0,1,2020.0,4.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,133,2,2.0,1,0,1,2017.0,9.0,15.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
494.37,1086,2,1.0,0,1,0,2019.5170574712645,10.498758620689655,26.472183908045977,2017.0,5.0,22.0,23.0,138.0
477.67,147,2,1.0,1,0,0,2020.0,12.0,6.0,2020.0,12.0,6.0,31.0,364.0
60.43,1278,1,3.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,7.0,6.0,40.0,190.0
464.38,21,1,2.0,1,0,0,2018.0,15.0,22.0,2019.0,1.0,7.0,48.0,18.0
191.98,0,2,0.0,0,0,1,2021.0,9.0,56.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
151.81,252,2,1.0,0,0,1,2021.0,16.0,47.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
80.5,438,2,2.0,1,0,1,2017.0,4.0,6.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
493.77,40,2,2.0,0,0,0,2021.0,12.0,10.0,2017.0,7.0,16.0,43.0,204.0
0.01,118,1,2.0,1,0,1,2019.0,16.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
493.57,860,2,2.0,0,1,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,7.0,23.0,5.0,184.0
0.01,580,1,1.0,1,0,1,2021.0,14.0,47.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
13.26,485,2,2.0,1,0,0,2017.0,7.0,27.0,2020.0,12.0,12.0,35.0,364.0
483.3,41,1,3.0,1,0,0,2017.0,4.0,15.0,2017.0,7.0,17.0,37.0,201.0
52.69,2283,1,2.0,1,1,0,2021.0,4.0,46.0,2019.0,9.0,13.0,25.0,270.0
489.97,2597,2,1.0,0,1,0,2020.0,5.0,0.0,2020.0,5.0,12.0,5.0,145.0
492.45,1136,2,2.0,0,1,1,2020.0,16.0,31.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
2.29,1427,2,2.0,1,0,1,2020.0,7.0,3.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,1736,1,2.0,1,0,0,2021.0,0.0,7.0,2019.0,2.0,6.0,32.0,40.0
4.54,112,2,2.0,1,0,0,2017.0,4.0,47.0,2017.0,1.0,6.0,8.0,8.0
479.26,169,1,2.0,1,0,1,2020.0,9.0,42.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
497.05,544,2,1.0,0,1,1,2021.0,17.0,29.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,612,2,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
48.41,229,1,2.0,1,0,0,2018.0,15.0,54.0,2019.0,1.0,6.0,47.0,13.0
53.95,0,2,2.0,1,0,1,2021.0,9.0,9.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
88.8,322,1,3.0,1,0,1,2021.0,13.0,42.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
493.74,1,1,0.0,0,1,1,2020.0,5.0,56.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
491.73,607,2,2.0,0,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,7.0,14.0,30.0,198.0
232.12,191,1,1.0,1,0,1,2020.0,10.0,1.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
27.05,2571,2,2.0,1,0,0,2019.0,9.0,22.0,2019.0,12.0,15.0,37.0,362.0
0.01,1971,1,2.0,1,1,0,2021.0,17.0,7.0,2018.0,1.0,8.0,2.0,6.0
129.69,122,2,1.0,0,0,0,2021.0,17.0,27.0,2019.0,4.0,12.0,5.0,91.0
493.05,446,1,0.0,0,0,0,2020.0,17.0,4.0,2020.0,5.0,2.0,21.0,152.0
7.69,1187,1,1.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,3.0,16.0,37.0,67.0
18.71,1065,1,1.0,1,0,1,2017.0,10.0,25.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
4.85,174,2,2.0,1,0,1,2020.0,4.0,54.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
9.46,1928,2,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
1.38,204,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2018.0,2.0,13.0,37.0,39.0
488.83,299,1,0.0,0,0,0,2021.0,12.0,32.0,2021.0,5.0,23.0,23.0,121.0
78.02,1834,2,0.0,1,0,1,2017.0,16.0,51.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
474.69,381,1,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,11.0,2.0,57.0,322.0
13.15,0,2,1.0,0,1,1,2021.0,0.0,2.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
142.4,701,2,0.0,0,1,1,2020.0,6.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
897.94,430,2,1.0,1,0,0,2020.0,7.0,47.0,2019.0,12.0,21.0,48.0,362.0
4.19,1,1,0.0,1,1,1,2021.0,11.0,29.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
490.39,0,2,2.0,0,1,1,2021.0,12.0,12.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
490.18,810,2,1.0,0,1,0,2020.0,10.0,56.0,2021.0,10.0,20.0,17.0,297.0
105.71,14,2,1.0,0,0,0,2020.0,9.0,58.0,2021.0,9.0,10.0,33.0,265.0
0.01,749,1,1.0,0,0,0,2020.0,18.0,45.0,2020.0,5.0,15.0,54.0,124.0
490.39,351,2,4.0,0,0,0,2021.0,11.0,28.0,2020.0,5.0,0.0,12.0,139.0
490.22,912,2,1.0,0,1,0,2021.0,15.0,39.0,2018.0,5.0,13.0,3.0,121.0
492.09,208,2,0.0,0,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2017.0,3.0,15.0,14.0,87.0
36.12,475,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,12.0,5.0,38.0,353.0
468.82,1427,1,1.0,1,0,0,2017.0,4.0,8.0,2020.0,12.0,6.0,42.0,343.0
1.48,94,2,2.0,1,0,1,2021.0,4.0,28.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
489.65,1122,1,0.0,0,1,0,2021.0,5.0,44.0,2020.0,5.0,7.0,18.0,146.0
185.53,9,2,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
469.88,380,1,2.0,1,0,0,2020.0,4.0,24.0,2020.0,11.0,6.0,51.0,330.0
0.01,858,1,2.0,1,0,0,2019.0,4.0,7.0,2018.0,9.0,22.0,56.0,268.0
164.57,1336,1,1.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
346.32,960,2,1.0,1,0,1,2021.0,1.0,56.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
7.79,58,1,2.0,1,0,1,2020.0,8.0,11.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
45.28,637,1,2.0,1,0,0,2020.0,21.0,6.0,2020.0,2.0,7.0,37.0,49.0
494.05,1624,2,1.0,0,1,0,2021.0,12.0,56.0,2020.0,5.0,23.0,28.0,133.0
10.43,97,2,2.0,1,0,0,2020.0,4.0,22.0,2017.0,7.0,6.0,52.0,204.0
24.48,106,1,1.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,562,1,1.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
93.74,225,2,2.0,1,0,1,2019.0,7.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
12.1,1228,2,1.0,1,0,0,2019.0,4.0,43.0,2019.0,9.0,18.0,4.0,273.0
1355.79,1430,2,2.0,1,0,1,2020.0,11.0,15.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,979,2,0.0,1,0,1,2020.0,15.0,16.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
9.84,1001,2,0.0,1,0,0,2020.0,18.0,6.0,2020.0,5.0,1.0,37.0,129.0
490.37,312,1,0.0,0,1,0,2021.0,12.0,29.0,2020.0,12.0,9.0,5.0,341.0
487.69,0,1,0.0,0,1,0,2021.0,12.0,19.0,2020.0,5.0,7.0,17.0,124.0
13.27,243,2,2.0,1,0,1,2021.0,13.0,27.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
494.41,581,2,2.0,0,0,0,2020.0,12.0,7.0,2018.0,12.0,9.0,5.0,337.0
349.03,619,2,0.0,1,0,1,2017.0,7.0,5.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,871,2,2.0,1,0,0,2017.0,10.0,28.0,2019.0,3.0,6.0,37.0,72.0
200.56,504,2,2.0,0,0,0,2021.0,5.0,42.0,2020.0,8.0,13.0,39.0,214.0
0.01,98,1,2.0,1,0,1,2021.0,4.0,49.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
16.76,1149,2,2.0,1,0,1,2017.0,19.0,8.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,952,1,2.0,1,0,1,2018.0,19.0,21.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,567,1,2.0,1,0,0,2019.0,4.0,39.0,2019.0,1.0,6.0,34.0,26.0
5.21,897,1,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2018.0,9.0,13.0,39.0,254.0
465.61,197,1,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,7.0,17.0,20.0,189.0
471.81,308,2,2.0,1,0,1,2020.0,19.0,33.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
306.96,6,1,2.0,1,0,0,2019.0,2.0,7.0,2019.0,9.0,10.0,37.0,251.0
584.68,1664,1,0.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
492.55,1,1,0.0,0,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,8.0,10.0,40.0,227.0
469.6,1302,2,2.0,1,0,1,2019.0,17.0,55.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
14.71,2210,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2021.0,1.0,18.0,21.0,20.0
10.03,1910,2,1.0,1,0,1,2018.0,14.0,16.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
493.93,782,1,0.0,0,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2017.0,5.0,19.0,46.0,137.0
497.29,62,1,2.0,1,0,1,2019.0,4.0,6.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
353.06,997,2,0.0,0,0,1,2019.0,19.0,6.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
469.68,831,1,2.0,1,0,1,2017.0,21.0,42.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
489.11,89,2,1.0,0,1,0,2021.0,6.0,45.0,2018.0,3.0,7.0,0.0,64.0
60.81,40,1,2.0,1,0,0,2021.0,13.0,9.0,2018.0,3.0,6.0,41.0,86.0
57.9,312,1,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2020.0,7.0,14.0,28.0,193.0
531.65,1218,2,2.0,1,0,1,2019.5170574712645,10.498758620689655,26.472183908045977,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
91.85,350,1,2.0,1,0,1,2019.0,7.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,1284,2,2.0,1,0,1,2017.0,4.0,7.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
8.72,261,1,2.0,1,0,0,2019.0,4.0,1.0,2018.0,7.0,16.0,16.0,186.0
5.35,346,2,2.0,1,0,0,2020.0,7.0,5.0,2020.0,12.0,14.0,37.0,343.0
132.53,465,2,0.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2017.0,7.0,9.0,34.0,189.0
490.54,0,2,2.0,0,1,1,2021.0,21.0,15.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,688,2,2.0,1,0,1,2017.0,10.0,31.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
404.99,782,1,2.0,1,0,1,2019.0,12.0,11.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
460.37,1679,1,2.0,1,0,1,2020.0,9.0,27.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
0.01,1187,2,2.0,1,0,0,2019.5170574712645,10.498758620689655,26.472183908045977,2019.0,1.0,6.0,37.0,18.0
493.89,0,2,2.0,0,0,0,2021.0,10.0,51.0,2017.0,3.0,11.0,45.0,77.0
123.17,47,2,1.0,0,0,0,2018.0,9.0,10.0,2020.0,1.0,7.0,34.0,7.0
27.51,278,1,2.0,1,0,0,2020.0,5.0,23.0,2019.0,11.0,13.0,37.0,305.0
2.1,47,1,1.0,1,0,1,2020.0,4.0,21.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
42.13,559,2,2.0,1,1,1,2021.0,16.0,59.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
6.82,51,1,2.0,1,0,1,2020.0,5.0,12.0,2019.2121343133017,6.146418792333189,11.200172935581495,28.2890906470673,169.17394437238795
491.83,1873,1,0.0,0,0,0,2020.0,6.0,11.0,2020.0,9.0,22.0,48.0,268.0
22.21,30,1,2.0,1,0,0,2017.0,10.0,9.0,2017.0,4.0,9.0,37.0,98.0
