dataset_id,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,ACTN_CD,ACTN_INTNL_TXT,TRAN_TYPE_CD,ACTVY_DT
571,0.01,0,61,4,1322,9/29/2020 7:11:29,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85266,AZ,,2002-06-09 00:00:00,2/28/2021 18:11:29,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
572,481.05,38454.86,48,5,2065,4/10/2018 11:49:28,centurylink communications  llc,southwest,arizona,MOBL,DESKTOP,UN_PWD,ALLOW,78623,TX,,2014-02-28 00:00:00,4/16/2021 21:49:28,4/16/2021,SCHPMT,P2P_COMMIT,P2P,4/16/2021
573,491.55,4391.09,69,2,0,3/16/2021 12:33:33,,,,ONLN,DESKTOP,UN_PWD,ALLOW,53213,WI,5/0/2021 23:50:5,1996-10-05 00:00:00,2/2/2021 16:33:33,2/2/2021,SCHPMT,P2P_COMMIT,P2P,2/2/2021
574,5.41,244.78,66,8,23,,nts communications  llc,south central,texas,ONLN,DESKTOP,UN_PWD,ALLOW,91302,CA,,1987-05-15 00:00:00,2/3/2021 11:14:16,2/3/2021,SCHPMT,P2P_COMMIT,P2P,2/3/2021
575,492.83,2909.9,46,3,728,12/6/2020 14:8:22,,,,ONLN,,UN_PWD,ALLOW,95336,CA,5/7/2020 20:3:40,2019-10-01 00:00:00,5/17/2021 17:8:22,5/17/2021,SCHPMT,P2P_COMMIT,P2P,5/17/2021
576,70.51,8674.23,79,3,1951,,google  llc,great lakes,illinois,ONLN,MOBILE,UN_PWD,ALLOW,92075,CA,,1998-10-28 00:00:00,6/17/2021 21:3:34,6/17/2021,SCHPMT,P2P_COMMIT,P2P,6/17/2021
577,19.39,12149.17,69,7,995,,cox communications inc.,southwest,california,MOBL,,UN_PWD,ALLOW,76105,TX,,1988-11-06 00:00:00,3/9/2021 3:0:51,3/9/2021,SCHPMT,P2P_COMMIT,P2P,3/9/2021
578,181.9,491.29,71,27,551,2/23/2020 11:9:45,frontier communications of america  inc.,southwest,california,MOBL,,UN_PWD,ALLOW,85020,AZ,7/25/2021 13:58:38,2005-09-02 00:00:00,3/25/2021 14:9:45,3/25/2021,SCHPMT,P2P_COMMIT,P2P,3/25/2021
579,491.18,3333.18,67,3,158,6/15/2020 9:56:55,,,,ONLN,DESKTOP,UN_PWD,CHALLENGE_SUCCESS,89128,NV,,2014-02-25 00:00:00,1/11/2021 13:14:46,1/11/2021,SCHPMT,P2P_COMMIT,P2P,1/11/2021
580,0.89,4384.31,39,7,126,5/20/2020 6:30:29,,,,MOBL,MOBILE,UN_PWD,ALLOW,33950,FL,,2000-11-22 00:00:00,1/2/2021 14:30:29,1/2/2021,SCHPMT,P2P_COMMIT,P2P,1/2/2021
581,0.01,0,44,3,1642,,t-mobile usa  inc.,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,87112,NM,,2004-10-13 00:00:00,2/2/2021 9:0:51,2/2/2021,SCHPMT,P2P_COMMIT,P2P,2/2/2021
582,0.01,7258.04,70,6,4,6/18/2019 9:13:18,frontier communications of america  inc.,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,85215,AZ,2/25/2019 20:12:5,2003-02-26 00:00:00,4/4/2021 15:13:18,4/4/2021,SCHPMT,P2P_COMMIT,P2P,4/4/2021
583,478.03,38175.6,42,7,2435,,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,92284,CA,,1991-07-15 00:00:00,3/13/2021 5:27:37,3/13/2021,SCHPMT,P2P_COMMIT,P2P,3/13/2021
584,492.27,2137.74,82,5,2745,8/14/2018 7:21:32,cellco partnership dba verizon wireless,southwest,california,ONLN,,FACE_ID,CHALLENGE_SUCCESS,68508,NE,5/0/2020 14:50:5,1993-09-01 00:00:00,6/24/2021 12:21:32,6/24/2021,SCHPMT,P2P_COMMIT,P2P,6/24/2021
585,496.13,630.78,55,10,2191,,,,,ONLN,MOBILE,UN_PWD,ALLOW,28227,NC,,2002-01-02 00:00:00,8/9/2021 9:22:27,8/9/2021,SCHPMT,P2P_COMMIT,P2P,8/9/2021
586,10.14,1109.89,73,3,110,4/18/2018 6:7:20,comcast,southwest,california,ONLN,MOBILE,AFA_BM,ALLOW,96002,CA,,1994-01-28 00:00:00,3/15/2021 12:0:51,3/15/2021,SCHPMT,P2P_COMMIT,P2P,3/15/2021
587,488.77,0,18,3,442,5/8/2020 6:8:51,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85338,AZ,,1995-07-23 00:00:00,5/14/2021 11:8:51,5/14/2021,SCHPMT,P2P_COMMIT,P2P,5/14/2021
588,361.08,3453.7,73,7,811,1/22/2021 12:7:51,all west communications  inc.,mountain,wyoming,MOBL,DESKTOP,UN_PWD,ALLOW,19601,PA,5/12/2021 23:44:52,2018-04-01 00:00:00,7/13/2021 8:7:51,7/13/2021,SCHPMT,P2P_COMMIT,P2P,7/13/2021
589,7.39,1453.59,59,9,358,,charter communications,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,84118,UT,,2007-11-29 00:00:00,2/5/2021 8:0:51,2/5/2021,SCHPMT,P2P_COMMIT,P2P,2/5/2021
590,53.33,3201.44,51,6,127,5/1/2018 17:11:35,charter communications inc,southwest,california,MOBL,DESKTOP,FACE_ID,ALLOW,20191,VA,,1990-08-13 00:00:00,1/14/2021 5:11:35,1/14/2021,SCHPMT,P2P_COMMIT,P2P,1/14/2021
591,492.44,60052.3,76,36,658,3/3/2021 19:42:41,charter communications,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,95843,CA,5/1/2020 12:39:19,1997-12-14 00:00:00,4/17/2021 14:42:41,4/17/2021,SCHPMT,P2P_COMMIT,P2P,4/17/2021
592,533.44,7088.71,18,3,1827,6/16/2020 3:4:18,comcast,southwest,california,MOBL,MOBILE,AFA_PL,ALLOW,77034,TX,7/8/2017 6:45:37,1988-08-30 00:00:00,2/26/2021 7:4:18,2/26/2021,SCHPMT,P2P_COMMIT,P2P,2/26/2021
593,67.33,0,63,8,66,5/16/2020 10:10:42,att services inc,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,94609,CA,,1969-10-01 00:00:00,5/27/2021 9:10:42,5/27/2021,SCHPMT,P2P_COMMIT,P2P,5/27/2021
594,16.64,82.67,17,17,102,,the servicemaster company  llc,southeast,tennessee,MOBL,MOBILE,TOUCH_ID,CHALLENGE_SUCCESS,85383,AZ,,2006-11-26 00:00:00,7/1/2021 22:22:46,7/1/2021,SCHPMT,P2P_COMMIT,P2P,7/1/2021
595,33.23,0,32,3,50,9/2/2020 4:0:47,charter communications inc,south central,texas,MOBL,DESKTOP,FACE_ID,ALLOW,91364,CA,,1989-10-23 00:00:00,6/13/2021 18:0:47,6/13/2021,SCHPMT,P2P_COMMIT,P2P,6/13/2021
596,361.58,4295.01,64,5,198,,cox communications inc.,southwest,arizona,MOBL,,FACE_ID,ALLOW,80303,CO,,2010-12-31 00:00:00,1/6/2021 22:57:27,1/6/2021,SCHPMT,P2P_COMMIT,P2P,1/6/2021
597,490.48,26804.13,21,17,320,7/15/2021 10:13:32,kpn b.v.,unknown,noord-brabant,ONLN,MOBILE,FACE_ID,ALLOW,53959,WI,,2005-04-14 00:00:00,1/28/2021 8:13:32,1/28/2021,SCHPMT,P2P_COMMIT,P2P,1/28/2021
598,31.25,0,23,3,1323,5/18/2020 14:10:14,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,77071,TX,4/8/2017 6:36:45,1990-05-01 00:00:00,1/20/2021 20:10:14,1/20/2021,SCHPMT,P2P_COMMIT,P2P,1/20/2021
599,952.08,24629.73,46,3,346,,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,80260,CO,7/29/2020 9:15:36,1991-06-17 00:00:00,4/27/2021 9:17:1,4/27/2021,SCHPMT,P2P_COMMIT,P2P,4/27/2021
600,484.37,17567.16,53,3,634,6/15/2018 23:15:50,charter communications,northeast,massachusetts,MOBL,MOBILE,FACE_ID,,87510,NM,4/25/2018 7:51:53,1911-02-16 00:00:00,3/29/2021 23:15:50,3/29/2021,SCHPMT,P2P_COMMIT,P2P,3/29/2021
601,24.25,9744.92,61,4,183,1/14/2020 7:47:56,frontier communications of america  inc.,southwest,california,ONLN,,UN_PWD,CHALLENGE_SUCCESS,33463,FL,,1995-05-17 00:00:00,3/4/2021 12:47:56,3/4/2021,SCHPMT,P2P_COMMIT,P2P,3/4/2021
602,494,24315.7,44,4,666,10/9/2019 8:56:55,river canyon wireless,mountain,utah,MOBL,MOBILE,UN_PWD,ALLOW,54601,WI,,2009-01-26 00:00:00,1/18/2021 14:14:46,1/18/2021,SCHPMT,P2P_COMMIT,P2P,1/18/2021
603,486.25,2538.91,38,4,1532,,,,,ONLN,,UN_PWD,ALLOW,57078,SD,5/16/2020 12:40:20,1986-05-18 00:00:00,6/6/2021 15:12:47,6/6/2021,SCHPMT,P2P_COMMIT,P2P,6/6/2021
604,493.43,2668.95,84,4,312,4/14/2021 12:31:9,telecomunicaciones movilnet,unknown,distrito capital,MOBL,DESKTOP,FACE_ID,ALLOW,8071,NJ,1/0/2020 14:50:5,1988-12-06 00:00:00,2/28/2021 18:31:9,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
605,492.77,4019.88,71,8,0,1/13/2020 17:54:48,,,,ONLN,DESKTOP,UN_PWD,ALLOW,58237,ND,6/15/2020 10:17:14,1985-03-09 00:00:00,2/28/2021 12:54:48,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
606,491.38,3999.11,61,2,0,6/2/2020 10:52:49,,,,ONLN,DESKTOP,UN_PWD,ALLOW,87109,NM,5/0/2020 11:50:5,2001-11-12 00:00:00,1/5/2021 14:52:49,1/5/2021,SCHPMT,P2P_COMMIT,P2P,1/5/2021
607,17.79,16609.38,53,6,597,4/30/2021 12:35:1,san bruno cable,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,96002,CA,,1992-11-15 00:00:00,5/23/2021 13:35:1,5/23/2021,SCHPMT,P2P_COMMIT,P2P,5/23/2021
608,0.01,1400.33,74,12,526,10/3/2020 5:7:20,charter communications,southwest,california,ONLN,,UN_PWD,ALLOW,29617,SC,12/8/2019 12:4:33,2013-12-17 00:00:00,3/28/2021 11:0:51,3/28/2021,SCHPMT,P2P_COMMIT,P2P,3/28/2021
609,32.21,0,47,3,1585,,cellco partnership dba verizon wireless,southwest,california,MOBL,TABLET,UN_PWD,ALLOW,30016,GA,12/5/2020 6:45:37,2020-01-19 00:00:00,6/11/2021 7:0:51,6/11/2021,SCHPMT,P2P_COMMIT,P2P,6/11/2021
610,491.34,11879.74,66,2,254,11/10/2021 9:58:36,jab wireless,pacific northwest,idaho,ONLN,MOBILE,FACE_ID,ALLOW,98366,WA,7/8/2021 23:33:35,1996-05-24 00:00:00,6/28/2021 17:58:36,6/28/2021,SCHPMT,P2P_COMMIT,P2P,6/28/2021
611,492.85,3786.16,62,3,0,11/20/2020 10:35:47,,,,ONLN,MOBILE,UN_PWD,ALLOW,56209,MN,,2012-06-30 00:00:00,7/10/2021 9:35:47,7/10/2021,SCHPMT,P2P_COMMIT,P2P,7/10/2021
612,46.61,11695.52,55,13,1075,,charter communications inc,southeast,north carolina,MOBL,MOBILE,UN_PWD,ALLOW,77573,TX,9/9/2017 14:7:35,1991-09-11 00:00:00,7/14/2021 19:57:19,7/14/2021,SCHPMT,P2P_COMMIT,P2P,7/14/2021
613,489.31,2721.21,19,32,616,2/11/2020 19:49:22,charter communications inc,southwest,california,ONLN,,UN_PWD,ALLOW,78114,TX,,1998-12-06 00:00:00,7/14/2021 12:49:22,7/14/2021,SCHPMT,P2P_COMMIT,P2P,7/14/2021
614,494.02,2717.29,74,9,1099,11/13/2020 18:21:27,t-mobile usa  inc.,northeast,new york,MOBL,DESKTOP,UN_PWD,ALLOW,76014,TX,,2002-12-28 00:00:00,3/28/2021 13:21:27,3/28/2021,SCHPMT,P2P_COMMIT,P2P,3/28/2021
615,0.01,32715.88,73,8,748,,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,91764,CA,,1990-07-16 00:00:00,5/8/2021 10:0:51,5/8/2021,SCHPMT,P2P_COMMIT,P2P,5/8/2021
616,24.03,0,60,6,20,1/16/2021 8:2:50,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,95472,CA,,1997-11-26 00:00:00,6/30/2021 14:2:50,6/30/2021,SCHPMT,P2P_COMMIT,P2P,6/30/2021
617,496.52,5109,27,2,878,,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,68104,NE,7/24/2018 6:12:4,1989-10-31 00:00:00,4/22/2021 19:56:40,4/22/2021,SCHPMT,P2P_COMMIT,P2P,4/22/2021
618,4.45,0,82,4,158,2/18/2020 18:7:20,cox communications inc.,southwest,arizona,MOBL,MOBILE,UN_PWD,ALLOW,77084,TX,,1998-09-24 00:00:00,7/4/2021 11:0:51,7/4/2021,SCHPMT,P2P_COMMIT,P2P,7/4/2021
619,6.29,0,36,4,78,2/15/2019 4:7:20,,,,MOBL,MOBILE,UN_PWD,ALLOW,33161,FL,7/8/2019 16:16:2,1998-09-05 00:00:00,4/4/2021 19:0:51,4/4/2021,SCHPMT,P2P_COMMIT,P2P,4/4/2021
620,443.83,5601.78,61,13,103,,jasper technologies  inc.,southeast,georgia,MOBL,MOBILE,FACE_ID,CHALLENGE_SUCCESS,78861,TX,8/14/2018 9:21:7,2001-11-27 00:00:00,2/3/2021 13:3:45,2/3/2021,SCHPMT,P2P_COMMIT,P2P,2/3/2021
621,130.31,0,66,7,582,10/4/2017 6:28:59,,,,ONLN,MOBILE,FACE_ID,ALLOW,77066,TX,,2013-04-20 00:00:00,4/1/2021 18:28:59,4/1/2021,SCHPMT,P2P_COMMIT,P2P,4/1/2021
622,0.01,0,23,3,110,4/25/2017 4:9:6,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,91744,CA,,1996-07-15 00:00:00,6/2/2021 11:9:6,6/2/2021,SCHPMT,P2P_COMMIT,P2P,6/2/2021
623,44.77,13790.81,32,7,233,2/18/2020 6:30:11,att services inc,southwest,california,ONLN,DESKTOP,FACE_ID,ALLOW,85006,AZ,,2001-07-19 00:00:00,1/9/2021 10:30:11,1/9/2021,SCHPMT,P2P_COMMIT,P2P,1/9/2021
624,91.26,81382.8,89,5,2351,11/11/2017 9:54:51,valley electric association,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,91941,CA,6/2/2017 15:45:37,2000-01-09 00:00:00,5/17/2021 16:54:51,5/17/2021,SCHPMT,P2P_COMMIT,P2P,5/17/2021
625,492.1,4944.32,83,2,0,11/21/2021 16:3:12,,,,MOBL,MOBILE,UN_PWD,ALLOW,92806,CA,5/22/2020 13:50:5,1998-09-02 00:00:00,2/2/2021 10:3:12,2/2/2021,SCHPMT,P2P_COMMIT,P2P,2/2/2021
626,10.1,2408.43,21,2,1211,5/30/2021 11:40:48,"amazon.com, inc",pacific northwest,oregon,MOBL,MOBILE,UN_PWD,ALLOW,91770,CA,7/12/2021 10:39:3,1990-07-03 00:00:00,6/2/2021 16:40:48,6/2/2021,SCHPMT,P2P_COMMIT,P2P,6/2/2021
627,491.77,1783.94,79,10,1369,3/28/2021 19:56:55,,,,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,53080,WI,2/4/2018 13:50:5,1996-07-06 00:00:00,3/6/2021 10:14:46,3/6/2021,SCHPMT,P2P_COMMIT,P2P,3/6/2021
628,183.26,0,80,5,495,2/27/2020 4:42:44,centurylink communications  llc,southwest,arizona,ONLN,DESKTOP,UN_PWD,ALLOW,55127,MN,,2000-07-01 00:00:00,4/30/2021 16:42:44,4/30/2021,SCHPMT,P2P_COMMIT,P2P,4/30/2021
629,491.76,3061.85,64,17,447,11/23/2020 12:4:50,comcast,pacific northwest,oregon,ONLN,MOBILE,UN_PWD,ALLOW,77584,TX,9/7/2019 6:50:5,2018-10-15 00:00:00,3/13/2021 0:4:50,3/13/2021,SCHPMT,P2P_COMMIT,P2P,3/13/2021
630,73.53,2550.3,41,6,307,4/13/2017 14:38:10,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85295,AZ,,1989-08-03 00:00:00,3/21/2021 16:38:10,3/21/2021,SCHPMT,P2P_COMMIT,P2P,3/21/2021
631,14.65,3066.13,52,0,912,4/7/2021 7:46:13,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85086,AZ,,1992-10-05 00:00:00,8/21/2021 4:46:13,8/21/2021,SCHPMT,P2P_COMMIT,P2P,8/21/2021
632,24.08,0,66,6,44,12/29/2020 15:39:28,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,10026,NY,7/8/2018 22:21:0,1999-01-10 00:00:00,3/4/2021 5:39:28,3/4/2021,SCHPMT,P2P_COMMIT,P2P,3/4/2021
633,56.6,0,25,11,2398,1/15/2019 8:15:48,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,64131,MO,7/13/2017 10:0:36,2018-09-25 00:00:00,6/6/2021 8:15:48,6/6/2021,SCHPMT,P2P_COMMIT,P2P,6/6/2021
634,48.04,0,64,3,467,5/6/2020 6:10:13,att services inc,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,85283,AZ,,1989-11-26 00:00:00,6/27/2021 9:10:13,6/27/2021,SCHPMT,P2P_COMMIT,P2P,6/27/2021
635,0.01,0,26,4,73,,comcast,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,78332,TX,,2017-02-02 00:00:00,4/27/2021 13:0:51,4/27/2021,SCHPMT,P2P_COMMIT,P2P,4/27/2021
636,22.9,135.33,93,5,1728,7/10/2019 14:27:12,,,,MOBL,MOBILE,UN_PWD,ALLOW,77478,TX,,2005-10-09 00:00:00,3/14/2021 8:27:12,3/14/2021,SCHPMT,P2P_COMMIT,P2P,3/14/2021
637,493.37,2570.64,46,6,34,,maxihost llc,mid atlantic,pennsylvania,ONLN,MOBILE,UN_PWD,ALLOW,32766,FL,4/28/2019 0:12:9,1996-05-28 00:00:00,7/18/2021 11:14:15,7/18/2021,SCHPMT,P2P_COMMIT,P2P,7/18/2021
638,158.25,0,61,3,2606,3/11/2017 5:9:18,comcast,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,94709,CA,,1988-12-15 00:00:00,6/6/2021 10:9:18,6/6/2021,SCHPMT,P2P_COMMIT,P2P,6/6/2021
639,480.38,0,77,31,1795,,wave broadband,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,91730,CA,,2001-07-29 00:00:00,6/19/2021 21:59:2,6/19/2021,SCHPMT,P2P_COMMIT,P2P,6/19/2021
640,31.86,0,70,4,297,2/12/2018 23:19:10,,,,MOBL,MOBILE,UN_PWD,ALLOW,85035,AZ,,1992-06-18 00:00:00,5/13/2021 4:19:10,5/13/2021,SCHPMT,P2P_COMMIT,P2P,5/13/2021
641,493.16,10961.76,42,8,922,6/4/2020 8:2:52,western iowa telephone association (a cooperative),midwest,iowa,ONLN,DESKTOP,TOUCH_ID,CHALLENGE_SUCCESS,78552,TX,,2017-08-01 00:00:00,4/25/2021 13:2:52,4/25/2021,SCHPMT,P2P_COMMIT,P2P,4/25/2021
642,0.01,0,63,6,107,2/18/2017 8:20:34,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,94087,CA,,2000-11-20 00:00:00,3/18/2021 18:20:34,3/18/2021,SCHPMT,P2P_COMMIT,P2P,3/18/2021
643,491.8,4268.89,66,8,419,3/25/2020 1:56:55,,,,ONLN,MOBILE,UN_PWD,ALLOW,91910,CA,9/0/2021 16:50:5,2011-01-13 00:00:00,4/18/2021 12:14:46,4/18/2021,SCHPMT,P2P_COMMIT,P2P,4/18/2021
644,171.63,11446.06,65,8,2214,4/16/2019 10:32:48,comcast cable communications  llc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,94709,CA,4/2/2018 1:47:8,1999-08-31 00:00:00,2/26/2021 15:32:48,2/26/2021,SCHPMT,P2P_COMMIT,P2P,2/26/2021
645,6.02,4515.02,49,5,154,,,,,ONLN,MOBILE,UN_PWD,ALLOW,80403,CO,,1983-07-02 00:00:00,7/22/2021 21:39:45,7/22/2021,SCHPMT,P2P_COMMIT,P2P,7/22/2021
646,111.98,0,66,3,214,,mci communications services  inc. d/b/a verizon business,mid atlantic,district of columbia,ONLN,DESKTOP,UN_PWD,ALLOW,30214,GA,,1971-10-11 00:00:00,1/16/2021 12:55:48,1/16/2021,SCHPMT,P2P_COMMIT,P2P,1/16/2021
647,128.57,2155.91,75,4,811,,comcast,mountain,new mexico,ONLN,MOBILE,FACE_ID,ALLOW,34711,FL,5/0/2018 8:7:39,1984-04-01 00:00:00,6/7/2021 16:23:23,6/7/2021,SCHPMT,P2P_COMMIT,P2P,6/7/2021
648,20.85,1667.07,41,2,1913,10/25/2021 10:7:20,cox communications inc.,southwest,nevada,MOBL,MOBILE,UN_PWD,ALLOW,77845,TX,,1997-10-01 00:00:00,4/8/2021 7:0:51,4/8/2021,SCHPMT,P2P_COMMIT,P2P,4/8/2021
649,122.7,1764.89,63,8,196,11/13/2020 2:9:54,charter communications inc,south central,texas,ONLN,DESKTOP,FACE_ID,ALLOW,91763,CA,,1993-04-16 00:00:00,7/23/2021 8:9:54,7/23/2021,SCHPMT,P2P_COMMIT,P2P,7/23/2021
650,10.23,0,38,5,17,4/26/2020 4:7:20,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,95991,CA,7/25/2018 6:45:37,1999-08-18 00:00:00,5/9/2021 7:0:51,5/9/2021,SCHPMT,P2P_COMMIT,P2P,5/9/2021
651,0.01,16902.93,68,5,1511,5/3/2018 16:19:10,hughes network systems,pacific northwest,washington,ONLN,MOBILE,UN_PWD,ALLOW,91744,CA,3/4/2020 6:45:37,2001-04-12 00:00:00,1/16/2021 13:19:10,1/16/2021,SCHPMT,P2P_COMMIT,P2P,1/16/2021
652,7.89,656.15,42,9,14,5/1/2021 18:7:20,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,TOUCH_ID,ALLOW,78626,TX,,1998-01-21 00:00:00,6/1/2021 15:0:51,6/1/2021,SCHPMT,P2P_COMMIT,P2P,6/1/2021
653,0.01,1406.04,41,2,1514,5/18/2017 4:47:4,,,,ONLN,DESKTOP,UN_PWD,ALLOW,78669,TX,,1994-08-09 00:00:00,6/17/2021 10:47:4,6/17/2021,SCHPMT,P2P_COMMIT,P2P,6/17/2021
654,14.71,0,60,13,56,4/18/2021 15:7:20,comcast cable communications  llc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,92376,CA,7/1/2020 6:47:32,2001-09-12 00:00:00,6/12/2021 10:0:51,6/12/2021,SCHPMT,P2P_COMMIT,P2P,6/12/2021
655,462.78,964.2,100,3,14,1/2/2019 16:17:51,cellco partnership dba verizon wireless,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,85022,AZ,,2013-05-24 00:00:00,5/29/2021 21:17:51,5/29/2021,SCHPMT,P2P_COMMIT,P2P,5/29/2021
656,487.69,4240.59,45,4,1721,9/3/2021 14:46:39,,,,ONLN,,UN_PWD,ALLOW,81003,CO,5/28/2019 8:18:30,2020-10-27 00:00:00,1/9/2021 11:46:39,1/9/2021,SCHPMT,P2P_COMMIT,P2P,1/9/2021
657,177.37,0,44,4,1908,11/27/2020 4:51:20,,,,ONLN,MOBILE,FACE_ID,ALLOW,76002,TX,,2002-08-30 00:00:00,1/2/2021 8:51:20,1/2/2021,SCHPMT,P2P_COMMIT,P2P,1/2/2021
658,489.72,2391.39,25,6,296,6/25/2021 12:27:43,gigamonster,southwest,california,MOBL,,UN_PWD,ALLOW,75069,TX,,1985-11-03 00:00:00,6/8/2021 14:27:43,6/8/2021,SCHPMT,P2P_COMMIT,P2P,6/8/2021
659,12.93,513.45,74,2,362,2/25/2021 0:52:5,at&t mobility llc,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,94965,CA,,2019-10-25 00:00:00,1/3/2021 20:52:5,1/3/2021,SCHPMT,P2P_COMMIT,P2P,1/3/2021
660,46.49,0,72,4,2040,5/15/2020 7:50:17,comcast,great lakes,michigan,ONLN,MOBILE,UN_PWD,ALLOW,78748,TX,,1990-04-14 00:00:00,3/24/2021 7:50:17,3/24/2021,SCHPMT,P2P_COMMIT,P2P,3/24/2021
661,494.2,2191.48,32,6,1483,10/5/2020 16:19:9,tpg telecom limited,unknown,western australia,ONLN,DESKTOP,UN_PWD,ALLOW,91915,CA,3/30/2020 8:50:5,2002-02-04 00:00:00,2/28/2021 12:19:9,2/28/2021,SCHPMT,P2P_COMMIT,P2P,2/28/2021
662,8.56,15375.87,74,3,30,11/17/2017 9:13:1,centurylink communications  llc,southwest,arizona,ONLN,DESKTOP,TOUCH_ID,ALLOW,76016,TX,,1995-08-08 00:00:00,3/15/2021 14:13:1,3/15/2021,SCHPMT,P2P_COMMIT,P2P,3/15/2021
663,0.01,0,64,5,2362,11/17/2020 7:12:28,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,34685,FL,,2000-12-24 00:00:00,1/10/2021 14:12:28,1/10/2021,SCHPMT,P2P_COMMIT,P2P,1/10/2021
664,491.47,2561.2,40,8,50,6/9/2021 9:10:42,comcast,pacific northwest,washington,ONLN,,UN_PWD,ALLOW,84790,UT,5/17/2020 16:3:57,1960-06-27 00:00:00,3/8/2021 18:10:42,3/8/2021,SCHPMT,P2P_COMMIT,P2P,3/8/2021
665,0.01,0,60,3,133,5/17/2021 8:7:20,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,85004,AZ,2/28/2019 6:23:5,2004-04-30 00:00:00,3/26/2021 23:0:51,3/26/2021,SCHPMT,P2P_COMMIT,P2P,3/26/2021
666,0.01,1494.85,70,5,657,,att services inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,27107,NC,,2002-02-01 00:00:00,3/23/2021 10:0:51,3/23/2021,SCHPMT,P2P_COMMIT,P2P,3/23/2021
667,492.01,3117.37,77,3,1420,11/13/2020 21:56:55,california broadband services,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,66611,KS,,1974-09-23 00:00:00,4/8/2021 9:14:46,4/8/2021,SCHPMT,P2P_COMMIT,P2P,4/8/2021
668,69.46,0,65,3,467,11/18/2020 4:29:37,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,92562,CA,12/8/2017 9:15:0,1998-03-20 00:00:00,1/5/2021 11:29:37,1/5/2021,SCHPMT,P2P_COMMIT,P2P,1/5/2021
669,4.36,38163.56,55,3,1032,,t-mobile usa  inc.,southeast,tennessee,MOBL,MOBILE,AFA_PL,ALLOW,85029,AZ,,2008-02-16 00:00:00,5/9/2021 17:0:51,5/9/2021,SCHPMT,P2P_COMMIT,P2P,5/9/2021
